artist_name,track_name,release_date,genre,lyrics
Nicki Minaj,Favorite,2014,soul,"I don't want no drama I just wanna be your diamond, babe Guaranteed to be a problem Every time I get around you, babe I just want you to need me You might really wanna try me, babe All I know I want a rider All I know I want a rider babe You know that you need a rider You know that you need a rider, babe You know that you need a rider You know that you need a rider, babe, ah yeah  Yo, I just wanna be ya rider, you should pull up in that Spyder You should let me hit the mic, and I ain't talking about the fighter Get it lit without a lighter, let's pull an all-nighter Tell me-tell me what you need, got the weed, I'm a bad lil' bitch and I never indict her Get locked, I'ma write ya, you on the road? I'ma Skype ya I-I-I-I-I don't wanna hype ya, but you a lucky nigga if my mean ass like ya You ain't never have a bitch understand you, most of them wanna use you when they ran through I just wanna be somebody that can add to, your wife, be a friend, be a teacher and a fan too I just wanna listen, when you leave I say, Damn, I fucking miss him I just wanna be your vixen, give you something real wet to put your lips in I wanna be the only one that can check you, and still respect you Cause it's you I would change for, you always make sure See Nicki Minaj LiveGet tickets as low as $54You might also like I just wanna be your favorite I just wanna be your favorite I just wanna be your favorite I just wanna be your favorite Won't you let me be your favorite?  Ayo, I just wanna be your first go-to, do you like a real one supposed to, livin' bi-coastal Scoop me in the truck, late-night on a humble Meet me out in Queens, where the city want a sundown You could put your gun down, you could have fun now You could tell your niggas that you won now, one down Run through the clubs with the baddest, bitches is the maddest, nothin' else matters (Matters) And they say, Birkin where the bag is, got a lot of bags, but we never got baggage Winter Wonderland on my hands, call me Alice, balance I'ma have you coming in my palace London, Tokyo, Paris, let me update your status 'Cause it's you I would change for, you always make sure  I just wanna be your favorite I just wanna be your favorite I just wanna be your favorite I just wanna be your favorite Won't you let me be your favorite? You should already know You should already know You should already know You should already know You know that you need a rider You know that you need a rider, babe You know that you need a rider You know that you need a rider, babe, ah yeah I just wanna be your favorite I just wanna be your favorite You should already know, you should already know I just wanna be your favorite You should already know, you should already know Won't you let me be your favorite? (Oh, baby) You know that you need a rider, rider, rider, rider, rider, rider Oh, oh, oh You know that you need a rider, rider, rider, ri-i-ider Won't you let me be your favorite? You know that you need a rider, rider, rider, rider, rider, rider Oh, oh, oh You know that you need a rider, rider, rider, ri-i-ider199Embed"
Frank Ocean,Crack Rock,2012,soul,"You don't know how little you matter until you're all alone In the middle of Arkansas with a little rock left in that glass dick Used to date a blonde, you used to hit it raw 'Cause she was and you are madly involved, madly involved  Hittin' stones in glass homes You're smokin' stones in abandoned homes You hit them stones and broke your home Crack rock, crack rock Crack rock, crack rock Hittin' stones in glass homes You're smokin' stones in abandoned homes You hit them stones and broke your home Crack rock, crack rock Crack rock, crack rock  You're shuckin' and jivin', stealin' and robbin' To get the fixing that you're itching for Your family stopped inviting you to things Won't let you hold their infant You used to to get a little cut-up from time to time But the freaks ain't trying to sleep with cracky You might also like Hittin' stones in glass homes You're smokin' stones in abandoned homes You hit them stones and you broke your home Crack rock Crack rock, crack rock  Crooked cop, dead cop How much dope can you push to me? Crooked cop, dead cop No good for community Fuckin' pig get shot, three hundred men will search for me My brother get popped and don't no one hear the sound Don't no one hear the rounds (Sound) Don't no one hear the shells (Shells)  Don't no one hear a sound Don't no one disturb the peace for riot Don't no one disrupt nirvana Don't no one wanna blow the high Crack rock, crack rock, crack rock How you feeling, girl? How's the gutter doing? Crack rock89Embed"
DJ Khaled,Holy Key,2016,soul,"(This is, this is...) Doing what I gotta do, aaaa What up though? We the best music... I guess I'm on my Don shit What that mean? I'ma go, aaaa DJ Khaled  Straight up, late nights mixed with early days It'll probably be that way until the pearly gates Stress weighing on me, they want me to nervous break These hoes showing fake love when I prefer the hate, man Sheesh, at least if you real then I have to respect it Realize the energy you give is what you manifested So understand we positive as could be The vision is still intact, the show is fresh out of seats (Music) Boy it's never going south 'less we down in South Beach Khaled on the jet skis, preaching what you believe in Everything fast 'cept the food, watch what we eating If it add a couple years to our life, then we might go vegan Whoa, I hear a little bit of me in all your favorite rappers You know it's true, bitch, I need respect due Now or later, either way I'ma take it Just like it's fuckin' taxes No wonder I'm on fire, I done been to hell and back bitch Lately I been living life in detachment I practice seven spiritual laws and cut off distractions We been all in the Hollywood Hills, and never been acting Detroit gave me an accent and Christ gave me his passion Father help us, police doing target practice with real bodies Mommas in the streets, crying, standing over a still body Niggas over stressing, we under investigation Every day off to the races, can't fuck with you if you racist Beat your ass until you purple They can't even tell what your race is Doctor King meet Dr. Dre Except this doctor lost all his patience Have you tied up in a basement With you and your partner facing adjacent Until you deposit payment or reparations If you shoot me then you gotta deal with a holy me It feel like I'm finally free and unlock my spirit with the holy key You might also like And I'ma celebrate it for a long time They tried but couldn't break me, now it's all mine Surrounded by my angels and we all shine Holy, holy, holy, holy key And I'ma celebrate it for a long time They tried but couldn't break me, now it's all mine Surrounded by my angels and we all shine Holy, holy, holy,  holy key Everything I touch may disintegrate into dust (Uh huh) Everything I trust may dishonor me in disgust (Come on) Everything is everything, affidavits and wedding rings Out for blood on my higher horse, I report what it was I don't wear crosses no more, Yeshua was coming back I ain't scared of losses no more, I see life in that I don't resonate with the concept of love and hate Cause your perspective is less effective and rather fake The universe and the heavens work in my DNA Kendrick said Fuck Mother Earth, that's PSA The land of the wicked, the foundation of Lucifer's spirit Walking zombies and spellcatchers, I pray for forgiveness Uncle Bobby and Paul June is lost again The underworld and the fourth dimension, my family's in The big money, the fast cars, my life produced The blocks I connected while re-building this Rubik's cube So what you look up to? Fame and fortune, bitches, Porsches, sources with designer thing Brand endorsement joining forces with sorcerers signing me Law enforcement that forces us, tortures us with violent speed Fuck your boss's employment my joy is to see all you bleed Two new Royce's with choices of color my desire need Crab and Oyster with gorgeous abortions, I require thee Flesh and poison the point is the reason you won't die in peace Open door for my boy, now they eating, we say, finally I destroy and divorce what you eating, don't you hire me Tape recording my voices and tweak it, let's play hide and seek War distortion and forfeit this evening, you should try at least I'm restoring the portrait of feasting, nigga, I am beast I don't like to sleep, I'm up like coyote, I might OD Hair like ODB, I'm off a higher need Khaled is valid, I been looking for inspiration But when you the only king, you the only one in the matrix Oh yeah, mhm yeah  And I'ma celebrate it for a long time They tried but couldn't break me, now it's all mine Surrounded by my angels and we all shine Holy, holy, holy, holy key And I'ma celebrate it for a long time They tried but couldn't break me, now it's all mine Surrounded by my angels and we all shine Holy, holy, holy,  holy key  Holy, Holy key, holy88Embed"
Kanye West,Spaceship,2004,soul,"I've been working this grave-shift And I ain't made shit (Yeah, yeah) I wish I could (Me too) Buy me a spaceship and fly (Swear I do) Past the sky, oh GLC feel you, baby—I feel you, man I've been working this grave-shift And I ain't made shit I wish I could Buy me a spaceship and fly Past the sky (Man, man, man...) Oh, oh, oh  If my manager insults me again I will be assaulting him After I fuck the manager up Then, I'm gonna shorten the register up Let's go back, back to the Gap Look at my check—wasn't no scratch So if I stole, wasn't my fault Yeah, I stole—never got caught They take me to the back and pat me Asking me about some khakis But let some Black people walk in I bet you they show off their token blackie Oh, now they love Kanye Let's put him all in the front of the store So I'm on break Next to the No Smoking sign with a blunt in the mall Taking my hits, writing my hits Writing my rhymes, playing my mind This fucking job can't help him So I quit; y'all welcome Y'all don't know my struggle Y'all can't match my hustle You can't catch my hustle You can't fathom my love, dude Lock yourself in a room Doing five beats a day for three summers That's A Different World like Cree Summer's I deserve to do these numbers The kid that made that deserves that Maybach! So many records in my basement I'm just waitin' on my spaceship, blaow! See Kanye West LiveGet tickets as low as $144You might also like I've been working this grave-shift And I ain't made shit I wish I could buy me a spaceship and fly Past the sky, oh I've been working this grave-shift And I ain't made shit I wish I could buy me a spaceship and fly Past the sky Tryna tell you, man, way past the sky Oh, oh (Let's go, ugh)  And I didn't even try to work a job Represent the mob at the same time (Woo) Thirsty on the grind, Chi state of mind Lost my mama, lost my mind (Aww) Life, my love, that's not mine Why you ain't signed? Wasn't my time Leave me alone, work for y'all Half of it's yours, half of it's mine Only wanna ball, never wanna fall (Ugh) Gotta get mine, gotta take mine (Ugh) Got a Tec-9, reach my prime (Ugh) Gotta make these haters respect mine (Yeah) In the mall 'til 12 when my schedule had said 9 Putting them pants on shelves Waiting patiently; I ask myself Where I wanna go, where I wanna be Life is much more than running in the streets Holler at 'Ye, hit me with the beat Put me on my feet, sounds so sweet Yes, I'm the same ol' G Same goatee, stayin' low-key, nope Holler at God: Man, why'd you have to take my folks? Hope to see Freddie G., Yusef G, love my G Rolly G, police watch me Smoke my weed and count my Gs Got a lot of people counting on me (That's right) And I'm just tryin' to find my peace (That's right) Should've finished school like my niece Then I finally wouldn't use my piece, blaow! I've been working this grave-shift Aww, man, this pressure And I ain't made shit I wish I could Buy me a spaceship and fly Past the sky, oh I've been working this grave-shift And I ain't made shit I wish I could Buy me a spaceship and fly Past the sky Oh, oh, oh I 'member having to take the dollar cab Coming home real late at night Standing on my feet all damn day Tryna make this thing right And havin' one of my coworkers say, Yo, you look just like This kid I seen in an old Busta Rhymes video the other night Well, easy come, easy go, how that saying goes No more broad service, cars, and them TV shows That all had got snatched from me, A&Rs and they faculties All turn their back on me and didn't wanna hear a rap from me So naturally, actually, had to face things factually Had to be a catastrophe, empty fridge is staring back at me 'Cause nothing's there, nothing's fair I don't wanna ever go back there So I won't be taking no days off 'til my spaceship takes off, bow! I've been working this grave-shift And I ain't made shit I wish I could Buy me a spaceship and fly Past the sky, oh I've been working this grave-shift And I ain't made shit I wish I could Buy me a spaceship and fly Past the sky Oh, oh, oh  I wanna fly I wanna fly I said I want my chariot to pick me up And take a brother for a ride (Heaven knows, heaven knows)76Embed"
Ne-Yo,So Sick,2005,soul,"Mmm, mmm, yeah Do, do, do, do, do, do, do-do Ooh, yeah  Gotta change my answering machine Now that I'm alone 'Cause right now it says that we Can't come to the phone And I know it makes no sense 'Cause you walked out the door But it's the only way I hear your voice anymore  (It's ridiculous) It's been months And for some reason I just (Can't get over us) And I'm stronger than this, yeah (Enough is enough) No more walking 'round with my head down (Yeah) I'm so over being blue Cryin' over you  And I'm so sick of love songs, so tired of tears So done with wishin' you were still here Said I'm so sick of love songs, so sad and slow So why can't I turn off the radio? See Ne-Yo LiveGet tickets as low as $52You might also like Gotta fix that calendar I have That's marked July 15th Because since there's no more you There's no more anniversary I'm so fed up with my thoughts of you And your memory And how every song reminds me of what used to be That's the reason  I'm so sick of love songs, so tired of tears So done with wishin' you were still here Said I'm so sick of love songs, so sad and slow So why can't I turn off the radio?  (Oh, leave me alone) Leave me alone (Stupid love songs) Oh-oh, hey Don't make me think about her smile Or having my first child I'm letting go Turning off the radio  'Cause I'm so sick of love songs (Hey), so tired of tears (So tired of tears) So done with wishin' she were still here (Oh) Said I'm so sick of love songs, so sad and slow (Ooh, oh) So why can't I turn off the radio? (Why can't I turn off the radio?) And I'm so sick of love songs, so tired of tears (So tired of tears) So done with wishing she were still here Said I'm so sick of love songs, so sad and slow (Hey) Why can't I turn off the radio? (Why can't I turn off the radio?) And I'm so sick of love songs (So sick of love songs) So tired of tears (And I'm so sick, so sick of love song) So done with wishing you were still here (And I'm so sick, so sick of love songs) Said I'm so sick of love songs, so sad and slow (Hey) So why can't I turn off the radio? Why can't I turn off the radio? Why can't I turn off the radio?52Embed"
Ariana Grande,​off the table,2020,soul,"Will I ever love the same way again? (Way again) Will I ever love somebody like the way I did you? Never thought you'd be so damn hard to replace I swear it don't need to be this way If I can't have you, is love completely off the table? Do I sit this one out and wait for the next life? (Next life) Am I too cold? Am I not nice? Might not be quite yet healed already Should I be goin' too steady? (Too steady) But I just wanna know is love completеly off the table?  Will you be thеre? (Will you be there?) Can I still love you? (Can I, can I, babe?) Not yet healed or ready (Not ready) Should I be goin' too steady? (Too steady) Just wanna know is love completely off the table? I'll wait for you Even though it always feels like I'll be number two To someone you can't hold anymore If you let me in, I'm ready to give you what I couldn't before 'Cause I got you, girl, let me help you through it You're trying to fill the void with a couple boys I can see right through it (You can see right through it) I can love you harder than I did before Was in a dark place back then I was toxic, then I was toxic to someone else I was haunted by the hills (Oh yeah, yeah) I couldn't give you my all, but I will If you let me in your arms (Your arms) If you let me in your heart I don't think that love's completely off the table You might also like Will you be there? (Yes, I will be there for you) Can I still love you? (Yes, I been hurt before, before) Not yet healed or ready (Not ready) Should I be goin' too steady? (Too steady, no, no) Just wanna know is love completely off the table?  So can you hold me? If I let you, can you prove it to me? (Oh, no-no, no) 'Cause I need you to calm me down, babe Gotta get out of my head (Oh, woah) Tryna be here from this bed (Oh) Just wanna know, just wanna know, know, know, baby (Hey) Can you touch it like you believe in it, baby? (Oh, hey) Let me think you never gonna leave on me, baby 'Cause I ain't her and you ain't him, thankfully (Baby, don't leave) But it's gon' be hard to let someone else in again (Woah) Baby, baby (Woo-hoo)  Will you be there? (Will you be there? I'll still wait) Can I still love you? (I'll still wait for you, babe, oh, no-no, no, can I still love you?) Not yet healed or ready (Ooh, not ready) Should I be goin' too steady? (No, no, ooh) Just wanna know is love completely off the table, baby? I swear, I swear I will wait for you whenever you need Ooh, ooh59Embed"
Frank Ocean,Sierra Leone,2012,soul,"(We're spendin' too much time alone) Spendin' too much time alone (And I just ran outta Trojans) Horses gallop to her throne (We're behaving like teenagers) Yes, we're behaving like teenagers (Making less than minimum wage) Still inside our parents' homes (No, I don't live in Denver) No, I don't live in Denver (I grew up in Sierra Leone) And her pink skies will keep me warm  Sierra Leone Sierra Leone Tid bits of intuition that I be gettin' abandon mission (Sierra Leone) Abandon mission, you must be kiddin', this shit feelin' different Shit feelin' too good to me Glistening, shimmerin' underneath the sunlight, the sunlight (Sierra Leone)  And a new day will bring about the dawn And a new day will bring another crying babe into the world (Girl now) Our daughter's reaching for your nipple 'cause it's time for her to eat (Reaching for ya) Tonight I'll lay her in the cradle if it's time to go to sleep (Oh, go to sleep, oh, oh) I'll sing a Lennon lullaby, she can have a pretty dream Baby girl, if you knew what I know, knew what I know You might also like Na, na na, na na, na... Na, na na, na na, na...62Embed"
Childish Gambino,Feels Like Summer,2018,soul,"You can feel it in the streets On a day like this, the heat It feel like summer I feel like summer I feel like summer You can feel it in the streets On a day like this, the heat I feel like summer She feel like summer This feel like summer I feel like summer  Seven billion souls that move around the sun Rolling faster, fast and not a chance to slow down Slow down Men who made machines that want what they decide Parents tryna tell their children please slow down Slow down  I know Oh, I know you know that pain I'm hopin' that this world will change But it just seems the same (It feels like the same) You might also like You can feel it in the streets On a day like this, the heat It feels like summer (I feel like summer) I feel like summer (I feel like summer) I feel like summer  Every day gets hotter than the one before Running out of water, it's about to go down Go down Air that kill the bees that we depend upon Birds were made for singing Waking up to no sound No sound  I know Oh, I know you know my pain I'm hopin' that this world will change But it just seems the same I know Oh, I hope we change I really thought this world could change But it seems like the same I know Oh, my mind is still the same I'm hoping that this world will change But it just seems the same I know Oh, I hope we change67Embed"
Demi Lovato,Stone Cold,2015,soul,"Stone cold, stone cold You see me standing, but I'm dying on the floor Stone cold, stone cold Maybe if I don't cry, I won't feel anymore  Stone cold, baby God knows I try to feel  Happy for you Know that I am Even if I Can't understand I'll take the pain Give me the truth Me and my heart We'll make it through If happy is her I'm happy for you Hmm  Stone cold, stone cold You're dancing with her, while I'm staring at my phone Stone cold, stone cold I was your amber, but now she's your shade of gold You might also like Stone cold, baby God knows I try to feel  Happy for you Know that I am Even if I Can't understand I'll take the pain Give me the truth Me and my heart We'll make it through If happy is her I'm happy for you  Don't wanna be stone cold, stone I wish I could mean this, but here's my goodbye  Oh, I'm happy for you Know that I am Even if I Can't understand If happy is her If happy is her I'm happy for you33Embed"
Frank Ocean,Close to You,2016,soul,"I'll be honest, I wasn't devastated But you could've held my hand through this, baby Let my mind run underneath warm jets I run my hands through what's left But we're getting older, baby Don't have much longer, baby Why am I preaching To this choir, to this atheist? Just like mine, versions of these belong to you After a while, they're keeping me close to you Just like me, they long to be close to youYou might also like53Embed"
Adele,Water Under the Bridge,2015,soul,"If you're not the one for me Then how come I can bring you to your knees? If you're not the one for me Why do I hate the idea of being free? And if I'm not the one for you You've gotta stop holdin' me the way you do Oh, honey, if I'm not the one for you Why have we been through what we have been through?  It's so cold out here (Here, here, here) In your wilderness (Eh, eh, eh) I want you to be my keeper (Eh, eh, eh) But not if you are so reckless  If you're gonna let me down, let me down gently Don't pretend that you don't want me Our love ain't water under the bridge If you're gonna let me down, let me down gently Don't pretend that you don't want me Our love ain't water under the bridge  Woah Say that our love ain't water under the bridge See Adele LiveGet tickets as low as $129You might also like What are you waiting for? You never seem to make it through the door And who are you hiding from? It ain't no life to live like you're on the run Have I ever asked for much? The only thing that I want is your love  If you're gonna let me down, let me down gently Don't pretend that you don't want me Our love ain't water under the bridge If you're gonna let me down, let me down gently Don't pretend that you don't want me Our love ain't water under the bridge  Woah Say that our love ain't water under the bridge  It's so cold (Here, here, here) In your wilderness (Eh, eh, eh) I want you to be my keeper (Eh, eh, eh) But not if you are so reckless (Ooh) If you're gonna let me down, let me down gently Don't pretend that you don't want me Our love ain't water under the bridge If you're gonna let me down, let me down gently Don't pretend that you don't want me Our love ain't water under the bridge  Woah (Say it ain't so, say it ain't so) (Say it ain't so, say it ain't so) Say that our love ain't water under the bridge (Say it ain't so, say it ain't so) (Say it ain't so, say it ain't so) Woah (Say it ain't so, say it ain't so) (Say it ain't so, say it ain't so) Say that our love ain't water under the bridge (Say it ain't so, say it ain't so) (Say it ain't so, say it ain't so)  Say that our love ain't water under the bridge39Embed"
Billie Eilish,Billie Bossa Nova,2021,soul,"Mm-mm-mm, mm-mm Da-da-da-da  Love when it comes without a warning 'Cause waiting for it gets so boring A lot can change in twenty seconds A lot can happen in the dark Love when it makes you lose your bearings Some information's not for sharing Use different names at hotel check-ins It's hard to stop it once it starts (It starts)  I'm not sentimental But there's somethin' 'bout the way you look tonight, mm Makes me wanna take a picture Make a movie with you that we'd have to hide  You better lock your phone (Oh) And look at me whеn you're alone Won't take a lot to gеt you goin' (Oh) I'm sorry if it's torture though I know, I know You might also like It might be more of an obsession You really make a strong impression (A strong impression) Nobody saw me in the lobby (Saw me in the lobby) Nobody saw me in your arms, mm  I'm not sentimental But there's somethin' 'bout the way you look tonight, mm ('Bout the way you look tonight) Makes me wanna make 'em jealous I'm the only one who does it how you like (Only one who does it how you—)  You better lock your phone (Oh) And look at me when you're alone (You're alone, you're alone) Won't take a lot to get you goin' (Get me goin', get me goin') I'm sorry if it's torture though (Torture though) I know, I know You better lock your door (Oh) And look at me a little more We both know I'm worth waitin' for (Waitin' for) That heavy breathin' on the floor (On the floor) I'm yours, I'm yours (I'm yours)  I'm not sentimental I'm not sentimental I'm not sentimental51Embed"
Adele,Make You Feel My Love,2008,soul,"When the rain is blowing in your face And the whole world is on your case I could offer you a warm embrace To make you feel my love  When the evening shadows and the stars appear And there is no one there to dry your tears I could hold you for a million years To make you feel my love  I know you haven't made your mind up yet But I will never do you wrong I've known it from the moment that we met No doubt in my mind where you belong  I'd go hungry, I'd go black and blue I'd go crawling down the avenue Know there's nothing that I wouldn't do To make you feel my love  See Adele LiveGet tickets as low as $129You might also like The storms are raging on the rollin' sea And on the highway of regret The winds of change are blowing wild and free You ain't seen nothing like me yet  I could make you happy, make your dreams come true Nothing that I wouldn't do Go to the ends of the earth for you To make you feel my love To make you feel my love53Embed"
August Alsina,No Love (Remix),2014,soul,"August, Young Money She said she wanna stay together I don't think I can, no I swear this is my favorite song, hahahaha I’m serious, rrrrr  Red light, you know I can't make this thing that official Believe, we had a great night but I ain't the type to tell you that I miss you, shit You don't like that, I make this easy, leaving After sexing on the floor Baby, I know you need me like I need you But I'm not the one you wanna love  So just pop a couple bands with a nigga like me Loving ain't the same with a nigga like me You used to them but ain't no loving me I hear what you would say and girl, it's clear to see You should just drink a couple drinks with a nigga like me You probably go insane with a nigga like me Let's just party 'til we can't, ain't no loving me And I'm the one to blame, ain't no loving me  So don't come looking for love Oh, no love, no love, no love, no love, no love, no love, no love, no love, no love Don't come looking for love Oh, no love, no love, no love, no love, no love, no love, no love, no love, no love You might also like Shawty, if you looking for somebody trying to settle down Probably won't be around, nah baby You should hit me when you tired of playing up in the house And ain't nobody around, you need that When you need that late night We can both make love to the daylight You got it, girl, you got it, girl But you know I can't stay, right? Uh, nah babe All I want is you so what you tryna do?  So just pop a couple bands with a nigga like me Loving ain't the same with a nigga like You used to them but ain't no loving me I hear what you would say and girl, it's clear to see You should just drink a couple drinks with a nigga like me You probably go insane with a nigga like me Let's just party 'til we can't, ain't no loving me And I'm the one to blame, ain't no loving me  So don't come looking for love Oh, no love, no love, no love, no love, no love, no love, no love, no love, no love Don't come looking for love Oh, no love, no love, no love, no love, no love, no love, no love, no love, no love No love, no love, no love, no love, no love No love, no love, no love, no love, no love No love, no love, no love, no love, no love No love, no love, no love, no love, no love  August, you know, I’m here to save you Me and them girls, we ain’t the same boo You know I hate it when you leave me 'Cause you love it then you leave it but you know how bad I need it You so fuckin’ conceited, why you coming over weeded? You can’t treat me like you treat them Yes, I am the crème de la crème Yes, I am from one to ten, ten You fronting in them streets, keep saying we just friends You can’t front like this ain’t way realer I know you hard, I know that you a killer I know you started off a dope dealer But let your guard down, your niggas know you feel her, feel her So what you want, baby? (All I want is you so what you tryna do?)  So just pop a couple bands with a nigga like me Loving ain't the same with a nigga like You used to them but ain't no loving me I hear what you would say and girl, it's clear to see You should just drink a couple drinks with a nigga like me You probably go insane with a nigga like me Let's just party 'til we can't, ain't no loving me And I'm the one to blame, ain't no loving me So don't come looking for love Oh, no love, no love, no love, no love, no love, no love, no love, no love, no love Don't come looking for love Oh, no love, no love, no love, no love, no love, no love, no love, no love, no love177Embed"
Nathaniel Rateliff,S.O.B.,2015,soul,"Hmm-mmm Hmm-mmm Hmm-mmm-mmm-mmm Hmm-mmm Hmm-mmm Hmm-mmm-mmm-mmm  I'm gonna need someone to help me I'm gonna need somebody's hand I'm gonna need someone to hold me down I'm gonna need someone to care I'm gonna writhe and shake my body I'll start pulling out my hair I'm going to cover myself with the ashes of you And nobody's gonna give a damn  Son of a bitch, give me a drink One more night This can't be me Son of a bitch If I can't get clean I'm gonna drink my life away See Nathaniel Rateliff & The Night Sweats LiveGet tickets as low as $44You might also like Whoa-oh Whoa-oh Whoa-oh-oh-oh Whoa-oh Whoa-oh Whoa-oh-oh-oh Now for seventeen years, I've been throwing them back Seventeen more will bury me Can somebody please just tie me down? Or somebody give me a goddamn drink  Son of a bitch, give me a drink One more night This can't be me Son of a bitch If I can't get clean I'm gonna drink my life away Hey, yeah  Hmm-mmm Hmm-mmm Hmm-mmm-mmm-mmm Hmm-mmm Hmm-mmm Hmm-mmm-mmm-mmm My heart was breaking, hands are shaking Bugs are crawling all over me My heart was breaking, hands are shaking Bugs are crawling all over me My heart was breaking, hands are shaking Bugs are crawling all over me My heart was aching, my hands are shaking Bugs are crawling all over me Son of a bitch, give me a drink One more night This can't be me Son of a bitch If I can't get clean I'm gonna drink my life away Son of a bitch, give me a drink Son of a bitch This can't be me Son of a bitch If I can't get clean I'm gonna drink my life away Yeah, ah  Whoa-oh (Uh-huh) Whoa-oh Whoa-oh-oh-oh Whoa-oh Whoa-oh Whoa-oh-oh-oh Whoa-oh Whoa-oh Whoa-oh-oh-oh Whoa-oh Whoa-oh Whoa-oh-oh-oh9Embed"
Amy Winehouse,Rehab,2006,soul,"They tried to make me go to rehab, but I said, No, no, no Yes, I've been black, but when I come back, you'll know, know, know I ain't got the time and if my daddy thinks I'm fine He's tried to make me go to rehab, but I won't go, go, go  I'd rather be at home with Ray I ain't got seventy days 'Cause there's nothing, there's nothing you can teach me That I can't learn from Mr. Hathaway  I didn't get a lot in class But I know it don't come in a shot glass  They tried to make me go to rehab, but I said, No, no, no Yes, I've been black, but when I come back, you'll know, know, know I ain't got the time and if my daddy thinks I'm fine He's tried to make me go to rehab, but I won't go, go, go  The man said Why do you think you here? I said, I got no idea I'm gonna, I'm gonna lose my baby So I always keep a bottle near You might also like He said, I just think you're depressed This, me: Yeah, baby, and the rest  They tried to make me go to rehab but I said, No, no, no Yes, I've been black, but when I come back, you'll know, know, know  I don't ever wanna drink again I just, ooh, I just need a friend I'm not gonna spend ten weeks Have everyone think I'm on the mend  It's not just my pride It's just till these tears have dried They tried to make me go to rehab, but I said, No, no, no Yes, I've been black, but when I come back, you'll know, know, know I ain't got the time and if my daddy thinks I'm fine He's tried to make me go to rehab, but I won't go, go, go53Embed"
Jorja Smith,Blue Lights,2016,soul,"I wanna turn those blue lights into strobe lights Not blue flashing lights, maybe fairy lights Those blue lights into strobe lights Maybe even fairy lights, not blue flashing lights  Don't you run when you hear the sirens coming When you hear the sirens coming You better not run 'cause the sirens not coming for you What have you done? You went to school that day Was a bit late but it was a Monday Kept after class for answering back You apologized, ain't no harm in that?  (I wanna turn those blue lights) What have you done? (Into strobe lights) There's no need to run (Not blue flashing lights) If you've done nothing wrong (Maybe fairy lights) Blue lights should just pass you by See Jorja Smith LiveGet tickets as low as $81You might also like Gun crime into your right ear Drugs and violence into your left Default white headphones flooding the auditory Subconscious waves you accept You're sitting on the 4 back home Where you at, G? Answer your phone Paused the poison to answer his message Your boy sounds rushed, fears for his adolescence  (I wanna turn those blue lights) What have you done? (Into strobe lights) There's no need to run (Not blue flashing lights) If you've done nothing wrong (Maybe fairy lights) Blue lights should just pass you by  Tall black shadow as you're getting off the bus Shadow shows no emotion so what's even the fuss? But the face on your boy casts a darker picture Of the red handed act, he's gonna whisper Look blud, I'm sorry, 'cause I know you got my back He was running, I couldn't think, I had to get out of that Not long ago you were miming to the Shook Ones Now this really is part two 'cause you're the shook one Hands you the tool as you question your friendship How's man like you gonna make me a convict? Level of a felon when I've done nothing wrong Blood on my hands but I don't know where it's from, oh You got blood on your hands but you don't know where it's from You better run when you hear the sirens coming When you hear the sirens coming Better run when you hear the sirens coming 'Cause they will be coming for you Run when you hear the sirens coming Better run when you hear the sirens coming When you hear the sirens coming The blue lights are coming for you  (I wanna turn those blue lights) What have you done? (Into strobe lights) There's no need to run (Not blue flashing lights) If you've done nothing wrong (Maybe fairy lights) Blue lights should just pass you by  Blud, when you hear the sirens coming Don't you run when you hear the sirens coming Blud, when you hear the sirens coming Don't you run when you hear the sirens coming What have you d-d-d-done, done Don't you run Don't you run Don't you run when you hear the sirens coming53Embed"
Sam Smith,Fire on Fire,2018,soul,"My mother said I'm too romantic She said, You're dancing in the movies I almost started to believe her Then I saw you and I knew Maybe it's 'cause I got a little bit older Maybe it's all that I've been through I'd like to think it's how you lean on my shoulder And how I see myself with you  I don't say a word But still, you take my breath and steal the things I know There you go, saving me from out of the cold  Fire on fire would normally kill us But this much desire, together, we're winners They say that we're out of control and some say we're sinners But don't let them ruin our beautiful rhythms 'Cause when you unfold me and tell me you love me And look in my eye You are perfection, my only direction It's fire on fire, mmm It's fire on fire See Sam Smith LiveGet tickets as low as $95You might also like When we fight, we fight like lions But then we love and feel the truth We lose our minds in a city of roses We won't abide by any rules  I don't say a word But still, you take my breath and steal the things I know There you go, saving me from out of the cold  Fire on fire would normally kill us But this much desire, together, we're winners They say that we're out of control and some say we're sinners But don't let them ruin our beautiful rhythms 'Cause when you unfold me and tell me you love me And look in my eye You are perfection, my only direction It's fire on fire, oh It's fire on fire  Fire on fire would normally kill us But this much desire, together, we're winners They say that we're out of control and some say we're sinners But don't let them ruin our beautiful rhythms Fire on fire would normally kill us But this much desire, together, we're winners They say that we're out of control and some say we're sinners But don't let them ruin our beautiful rhythms 'Cause when you unfold me and tell me you love me And look in my eye You are perfection, my only direction It's fire on fire  You are perfection, my only direction It's fire on fire48Embed"
